2024-01-12T00:38:06.3634460+01:00 0HN0IVNSMILR3:0000000C [INF] ZoekRestaurant opgeroepen: 4000,  (a31082c0)
2024-01-12T11:36:45.3518168+01:00 0HN0JB8JDMTQK:00000005 [INF] ZoekVrijeRestaurants opgeroepen: 20/01/2024 0:00:00, 5 (a49b22a9)
2024-01-12T11:36:45.3537332+01:00 0HN0JB8JDMTQK:00000005 [INF] ZoekVrijeRestaurants opgeroepen: 20/01/2024 0:00:00, 5 (a49b22a9)
2024-01-12T11:36:45.4055331+01:00 0HN0JB8JDMTQK:00000005 [INF] Restaurants correct opgehaald: 20/01/2024 0:00:00, 5 (c0d34086)
2024-01-12T11:36:45.4055808+01:00 0HN0JB8JDMTQK:00000005 [INF] Restaurants correct opgehaald: 20/01/2024 0:00:00, 5 (c0d34086)
2024-01-12T11:38:54.5698165+01:00  [INF] ZoekVrijeRestaurants opgeroepen: 20/01/2024 0:00:00, 5 (a49b22a9)
2024-01-12T11:38:56.1623414+01:00  [INF] Restaurants correct opgehaald: 20/01/2024 0:00:00, 5 (c0d34086)
2024-01-12T11:40:07.5534259+01:00  [INF] ZoekVrijeRestaurants opgeroepen: 20/01/2024 0:00:00, 5 (a49b22a9)
2024-01-12T11:40:09.1422693+01:00  [INF] Restaurants correct opgehaald: 20/01/2024 0:00:00, 5 (c0d34086)
2024-01-12T11:41:09.8588352+01:00  [INF] ZoekVrijeRestaurants opgeroepen: 20/01/2024 0:00:00, 5 (a49b22a9)
2024-01-12T11:41:11.4516199+01:00  [INF] Restaurants correct opgehaald: 20/01/2024 0:00:00, 5 (c0d34086)
2024-01-12T11:43:05.8734380+01:00  [INF] ZoekVrijeRestaurants opgeroepen: 20/01/2024 0:00:00, 5 (a49b22a9)
2024-01-12T11:43:07.6026347+01:00  [ERR] Restaurants niet correct opgehaald: 20/01/2024 0:00:00, 5 (206251b1)
2024-01-12T11:43:13.0577958+01:00 0HN0JBCTBDJ8C:00000005 [INF] ZoekVrijeRestaurants opgeroepen: 20/01/2024 0:00:00, 5 (a49b22a9)
2024-01-12T11:43:13.0597049+01:00 0HN0JBCTBDJ8C:00000005 [INF] ZoekVrijeRestaurants opgeroepen: 20/01/2024 0:00:00, 5 (a49b22a9)
2024-01-12T11:44:38.7601554+01:00  [INF] ZoekVrijeRestaurants opgeroepen: 20/01/2024 0:00:00, 5 (a49b22a9)
2024-01-12T11:44:40.3950305+01:00  [INF] Restaurants correct opgehaald: 20/01/2024 0:00:00, 5 (c0d34086)
2024-01-12T11:46:12.4501023+01:00  [INF] ZoekVrijeRestaurants opgeroepen: 20/01/2024 0:00:00, 5 (a49b22a9)
2024-01-12T11:46:14.0360837+01:00  [INF] Restaurants correct opgehaald: 20/01/2024 0:00:00, 5 (c0d34086)
2024-01-12T11:50:00.9432183+01:00  [INF] ZoekVrijeRestaurants opgeroepen: 20/01/2024 0:00:00, 5 (a49b22a9)
2024-01-12T11:50:02.5030040+01:00  [INF] Restaurants correct opgehaald: 20/01/2024 0:00:00, 5 (c0d34086)
2024-01-12T11:57:00.8492857+01:00  [INF] ZoekVrijeRestaurants opgeroepen: 20/01/2024 0:00:00, 5 (a49b22a9)
2024-01-12T11:57:02.4236949+01:00  [INF] Restaurants correct opgehaald: 20/01/2024 0:00:00, 5 (c0d34086)
